RETAILER_ID	RETAILER	DISP	PRICE
14	BUFFALO/ROCHESTER - WEGMANS	0.107333	3.252369
14	BUFFALO/ROCHESTER - WEGMANS	0.243000	2.679375
14	BUFFALO/ROCHESTER - WEGMANS	0.052667	3.278874
14	BUFFALO/ROCHESTER - WEGMANS	0.022591	3.353836
14	BUFFALO/ROCHESTER - WEGMANS	0.000000	3.323401
14	BUFFALO/ROCHESTER - WEGMANS	0.000000	3.380050
15	CHARLOTTE - BI LO	0.000000	2.386328
15	CHARLOTTE - BI LO	0.638000	2.386200
15	CHARLOTTE - BI LO	0.284000	2.386473
15	CHARLOTTE - BI LO	0.177000	2.387524
15	CHARLOTTE - BI LO	0.301000	2.386689
15	CHARLOTTE - BI LO	0.311000	2.386183
15	CHARLOTTE - BI LO	0.638000	2.386252
15	CHARLOTTE - BI LO	0.167000	2.386351
15	CHARLOTTE - BI LO	0.000000	2.333127
15	CHARLOTTE - BI LO	0.503000	2.386452
16	CHARLOTTE - FOOD LION	0.120149	2.449308
16	CHARLOTTE - FOOD LION	0.013269	2.485679
16	CHARLOTTE - FOOD LION	0.004414	2.441896
16	CHARLOTTE - FOOD LION	0.024231	2.741755
16	CHARLOTTE - FOOD LION	0.000000	2.542529
16	CHARLOTTE - FOOD LION	0.038835	2.659920
16	CHARLOTTE - FOOD LION	0.122750	2.454446
16	CHARLOTTE - FOOD LION	0.079166	2.521099
16	CHARLOTTE - FOOD LION	0.000000	2.748424
16	CHARLOTTE - FOOD LION	0.013412	2.142603
17	CHARLOTTE - HARRIS TEETER	0.000000	2.333333
17	CHARLOTTE - HARRIS TEETER	0.000000	2.721261
17	CHARLOTTE - HARRIS TEETER	0.000000	2.459795
17	CHARLOTTE - HARRIS TEETER	0.000000	2.472362
17	CHARLOTTE - HARRIS TEETER	0.000000	2.470830
17	CHARLOTTE - HARRIS TEETER	0.000000	2.458916
17	CHARLOTTE - HARRIS TEETER	0.000000	2.708434
17	CHARLOTTE - HARRIS TEETER	0.000000	2.449168
17	CHARLOTTE - HARRIS TEETER	0.000000	2.470874
17	CHARLOTTE - HARRIS TEETER	0.000000	2.491535
18	CHARLOTTE - WINN DIXIE	0.142099	2.882713
18	CHARLOTTE - WINN DIXIE	0.115072	2.256884
18	CHARLOTTE - WINN DIXIE	0.146936	2.342369
18	CHARLOTTE - WINN DIXIE	0.233000	2.541961
18	CHARLOTTE - WINN DIXIE	0.221458	2.334069
18	CHARLOTTE - WINN DIXIE	0.026689	2.302876
18	CHARLOTTE - WINN DIXIE	0.040754	2.278552
18	CHARLOTTE - WINN DIXIE	0.318500	2.598776
18	CHARLOTTE - WINN DIXIE	0.368000	2.333333
18	CHARLOTTE - WINN DIXIE	0.398000	2.332949
19	CHICAGO - DOMINICK	0.039000	3.230941
19	CHICAGO - DOMINICK	0.046000	3.261254
19	CHICAGO - DOMINICK	0.423000	3.256916
19	CHICAGO - DOMINICK	0.715000	1.319995
19	CHICAGO - DOMINICK	0.438000	2.386672
19	CHICAGO - DOMINICK	0.260000	3.251770
19	CHICAGO - DOMINICK	0.250000	3.238095
19	CHICAGO - DOMINICK	0.004141	2.652181
19	CHICAGO - DOMINICK	0.027591	2.651206
19	CHICAGO - DOMINICK	0.107000	3.027565
20	CHICAGO - JEWEL	0.000000	3.279779
20	CHICAGO - JEWEL	0.076305	3.129926
20	CHICAGO - JEWEL	0.000000	3.231595
20	CHICAGO - JEWEL	0.047102	3.099253
20	CHICAGO - JEWEL	0.088376	2.702107
20	CHICAGO - JEWEL	0.178850	3.059344
20	CHICAGO - JEWEL	0.023714	2.721050
20	CHICAGO - JEWEL	0.039270	3.128322
20	CHICAGO - JEWEL	0.000000	3.269305
20	CHICAGO - JEWEL	0.000000	3.290640
21	CHICAGO - OMNI	0.639000	2.223782
21	CHICAGO - OMNI	0.450000	2.555765
21	CHICAGO - OMNI	0.000000	2.667915
21	CHICAGO - OMNI	0.000000	2.739941
21	CHICAGO - OMNI	0.000000	2.729588
21	CHICAGO - OMNI	0.000000	2.633560
21	CHICAGO - OMNI	0.187000	2.757895
21	CHICAGO - OMNI	0.272000	2.695126
21	CHICAGO - OMNI	0.000000	2.669831
21	CHICAGO - OMNI	0.000000	2.683430
22	CINCINNATI - KROGER CO	0.111000	3.062437
22	CINCINNATI - KROGER CO	0.000000	2.653087
22	CINCINNATI - KROGER CO	0.221000	2.574834
22	CINCINNATI - KROGER CO	0.167000	3.036643
22	CINCINNATI - KROGER CO	0.000000	2.894338
22	CINCINNATI - KROGER CO	0.222000	2.667034
22	CINCINNATI - KROGER CO	0.111000	2.702023
22	CINCINNATI - KROGER CO	0.000000	2.606660
22	CINCINNATI - KROGER CO	0.241000	3.028645
22	CINCINNATI - KROGER CO	0.056000	2.599974
23	CLEVELAND - STOP N SHOP	0.116349	2.467967
23	CLEVELAND - STOP N SHOP	0.000000	3.087012
23	CLEVELAND - STOP N SHOP	0.000000	2.947305
23	CLEVELAND - STOP N SHOP	0.006338	2.731940
23	CLEVELAND - STOP N SHOP	0.061379	2.543565
23	CLEVELAND - STOP N SHOP	0.038836	2.589988
23	CLEVELAND - STOP N SHOP	0.020800	3.089501
23	CLEVELAND - STOP N SHOP	0.067534	2.512153
23	CLEVELAND - STOP N SHOP	0.080910	2.444217
23	CLEVELAND - STOP N SHOP	0.036437	2.637179
24	COLUMBUS,OH - BIG BEAR	0.000000	3.545847
24	COLUMBUS,OH - BIG BEAR	0.209000	2.704279
24	COLUMBUS,OH - BIG BEAR	0.209500	2.710766
24	COLUMBUS,OH - BIG BEAR	0.060500	3.586364
24	COLUMBUS,OH - BIG BEAR	0.060500	2.731329
24	COLUMBUS,OH - BIG BEAR	0.000000	3.338772
24	COLUMBUS,OH - BIG BEAR	0.103447	3.205968
24	COLUMBUS,OH - BIG BEAR	0.000000	3.106534
24	COLUMBUS,OH - BIG BEAR	0.061000	2.445489
24	COLUMBUS,OH - BIG BEAR	0.000000	3.445800
25	COLUMBUS,OH - KROGER CO	0.094128	2.213310
25	COLUMBUS,OH - KROGER CO	0.000000	2.386511
25	COLUMBUS,OH - KROGER CO	0.000000	2.386634
25	COLUMBUS,OH - KROGER CO	0.140000	3.186368
25	COLUMBUS,OH - KROGER CO	0.075000	3.097839
25	COLUMBUS,OH - KROGER CO	0.067690	2.653106
25	COLUMBUS,OH - KROGER CO	0.046994	2.652824
25	COLUMBUS,OH - KROGER CO	0.140000	2.919861
25	COLUMBUS,OH - KROGER CO	0.407000	2.386816
25	COLUMBUS,OH - KROGER CO	0.042139	3.166269
26	DALLAS/FT. WORTH - ALBERTSONS	0.000000	3.453839
26	DALLAS/FT. WORTH - ALBERTSONS	0.000000	3.186723
26	DALLAS/FT. WORTH - ALBERTSONS	0.000000	3.453782
26	DALLAS/FT. WORTH - ALBERTSONS	0.000000	2.653543
26	DALLAS/FT. WORTH - ALBERTSONS	0.000000	2.919720
26	DALLAS/FT. WORTH - ALBERTSONS	0.000000	3.319820
26	DALLAS/FT. WORTH - ALBERTSONS	0.000000	2.920247
26	DALLAS/FT. WORTH - ALBERTSONS	0.127000	3.453045
26	DALLAS/FT. WORTH - ALBERTSONS	0.000000	3.453548
26	DALLAS/FT. WORTH - ALBERTSONS	0.651000	2.919993
27	DALLAS/FT. WORTH - KROGER CO	0.168473	2.653311
27	DALLAS/FT. WORTH - KROGER CO	0.067500	3.733482
27	DALLAS/FT. WORTH - KROGER CO	0.130660	3.639361
27	DALLAS/FT. WORTH - KROGER CO	0.000000	3.732342
27	DALLAS/FT. WORTH - KROGER CO	0.000000	3.598055
27	DALLAS/FT. WORTH - KROGER CO	0.035000	3.053311
27	DALLAS/FT. WORTH - KROGER CO	0.257500	2.653495
27	DALLAS/FT. WORTH - KROGER CO	0.000000	2.653645
27	DALLAS/FT. WORTH - KROGER CO	0.121565	2.467901
27	DALLAS/FT. WORTH - KROGER CO	0.043359	3.660640
28	DALLAS/FT. WORTH - TOM THUMB	0.083500	3.319946
28	DALLAS/FT. WORTH - TOM THUMB	0.083500	3.320029
28	DALLAS/FT. WORTH - TOM THUMB	0.000000	2.666901
28	DALLAS/FT. WORTH - TOM THUMB	0.000000	4.049327
28	DALLAS/FT. WORTH - TOM THUMB	0.000000	2.666777
28	DALLAS/FT. WORTH - TOM THUMB	0.000000	3.320481
28	DALLAS/FT. WORTH - TOM THUMB	0.000000	3.319415
28	DALLAS/FT. WORTH - TOM THUMB	0.069500	3.187339
28	DALLAS/FT. WORTH - TOM THUMB	0.138000	2.653435
28	DALLAS/FT. WORTH - TOM THUMB	0.000000	3.319005
29	DALLAS/FT. WORTH - WINN DIXIE	0.130616	2.540661
29	DALLAS/FT. WORTH - WINN DIXIE	0.441000	2.386922
29	DALLAS/FT. WORTH - WINN DIXIE	0.249000	2.373198
29	DALLAS/FT. WORTH - WINN DIXIE	0.068186	2.373682
29	DALLAS/FT. WORTH - WINN DIXIE	0.068967	2.373806
29	DALLAS/FT. WORTH - WINN DIXIE	0.216000	2.373541
29	DALLAS/FT. WORTH - WINN DIXIE	0.069135	2.372683
29	DALLAS/FT. WORTH - WINN DIXIE	0.051254	2.372646
29	DALLAS/FT. WORTH - WINN DIXIE	0.387000	2.373665
29	DALLAS/FT. WORTH - WINN DIXIE	0.031065	2.373262
30	DENVER - KING SOOPERS INC	0.234000	3.825843
30	DENVER - KING SOOPERS INC	0.168000	2.705408
30	DENVER - KING SOOPERS INC	0.000000	3.426295
30	DENVER - KING SOOPERS INC	0.323000	2.702166
30	DENVER - KING SOOPERS INC	0.077500	3.327347
30	DENVER - KING SOOPERS INC	0.027000	3.575320
30	DENVER - KING SOOPERS INC	0.111500	2.834112
30	DENVER - KING SOOPERS INC	0.234000	2.726125
30	DENVER - KING SOOPERS INC	0.243000	2.689274
30	DENVER - KING SOOPERS INC	0.058500	3.325800
31	DETROIT - FARMER JACKS	0.000000	3.329126
31	DETROIT - FARMER JACKS	0.028960	2.435502
31	DETROIT - FARMER JACKS	0.100920	3.126970
31	DETROIT - FARMER JACKS	0.000000	3.394394
31	DETROIT - FARMER JACKS	0.023813	2.839831
31	DETROIT - FARMER JACKS	0.013508	2.500000
31	DETROIT - FARMER JACKS	0.137712	2.562163
31	DETROIT - FARMER JACKS	0.166856	2.750353
31	DETROIT - FARMER JACKS	0.017997	3.248169
31	DETROIT - FARMER JACKS	0.000000	3.278389
32	DETROIT - KROGER CO	0.000000	2.747321
32	DETROIT - KROGER CO	0.000000	2.727592
32	DETROIT - KROGER CO	0.035500	2.705238
32	DETROIT - KROGER CO	0.000000	2.738447
32	DETROIT - KROGER CO	0.000000	2.750170
32	DETROIT - KROGER CO	0.000000	2.738905
32	DETROIT - KROGER CO	0.000000	2.760615
32	DETROIT - KROGER CO	0.000000	2.980189
32	DETROIT - KROGER CO	0.000000	2.577548
32	DETROIT - KROGER CO	0.000000	2.731121
33	HARRISBURG/SCRANTN - GIANT FOOD STO	0.150000	2.653846
33	HARRISBURG/SCRANTN - GIANT FOOD STO	0.120000	2.678873
33	HARRISBURG/SCRANTN - GIANT FOOD STO	0.702000	2.624183
33	HARRISBURG/SCRANTN - GIANT FOOD STO	0.260000	2.635092
33	HARRISBURG/SCRANTN - GIANT FOOD STO	0.173000	2.556452
33	HARRISBURG/SCRANTN - GIANT FOOD STO	0.150000	2.543269
33	HARRISBURG/SCRANTN - GIANT FOOD STO	0.647000	2.487352
33	HARRISBURG/SCRANTN - GIANT FOOD STO	0.119000	2.537263
33	HARRISBURG/SCRANTN - GIANT FOOD STO	0.150000	3.122278
33	HARRISBURG/SCRANTN - GIANT FOOD STO	0.188000	2.960926
34	HARTFORD - STOP & SHOP	0.000000	3.350068
34	HARTFORD - STOP & SHOP	0.000000	3.370099
34	HARTFORD - STOP & SHOP	0.000000	3.410112
34	HARTFORD - STOP & SHOP	0.000000	3.373737
34	HARTFORD - STOP & SHOP	0.000000	2.653256
34	HARTFORD - STOP & SHOP	0.000000	3.364305
34	HARTFORD - STOP & SHOP	0.000000	3.403226
34	HARTFORD - STOP & SHOP	0.000000	3.402532
34	HARTFORD - STOP & SHOP	0.000000	3.393557
34	HARTFORD - STOP & SHOP	0.000000	3.293870
35	HOUSTON - KROGER CO	0.079006	2.430452
35	HOUSTON - KROGER CO	0.095000	2.494868
35	HOUSTON - KROGER CO	0.091073	2.512445
35	HOUSTON - KROGER CO	0.000000	2.481507
35	HOUSTON - KROGER CO	0.058000	2.705134
35	HOUSTON - KROGER CO	0.015116	2.724352
35	HOUSTON - KROGER CO	0.146332	2.382119
35	HOUSTON - KROGER CO	0.092086	2.727888
35	HOUSTON - KROGER CO	0.000000	2.766560
35	HOUSTON - KROGER CO	0.000000	2.475199
36	HOUSTON - RANDALLS	0.158000	2.480517
36	HOUSTON - RANDALLS	0.117667	3.663161
36	HOUSTON - RANDALLS	0.000000	2.813648
36	HOUSTON - RANDALLS	0.000000	2.817859
36	HOUSTON - RANDALLS	0.043670	2.818243
36	HOUSTON - RANDALLS	0.047000	2.804886
36	HOUSTON - RANDALLS	0.000000	3.676425
36	HOUSTON - RANDALLS	0.000000	2.834118
36	HOUSTON - RANDALLS	0.000000	2.816910
36	HOUSTON - RANDALLS	0.057667	2.393158
37	INDIANAPOLIS - KROGER CO	0.081000	2.391012
37	INDIANAPOLIS - KROGER CO	0.238000	2.652851
37	INDIANAPOLIS - KROGER CO	0.014315	2.399569
37	INDIANAPOLIS - KROGER CO	0.083984	2.393380
37	INDIANAPOLIS - KROGER CO	0.241000	2.653362
37	INDIANAPOLIS - KROGER CO	0.191000	2.653074
37	INDIANAPOLIS - KROGER CO	0.238000	2.653036
37	INDIANAPOLIS - KROGER CO	0.214000	2.387056
37	INDIANAPOLIS - KROGER CO	0.516000	2.653397
37	INDIANAPOLIS - KROGER CO	0.076000	2.653721
38	JACKSONVILLE,FL - FOOD LION	0.159606	2.412857
38	JACKSONVILLE,FL - FOOD LION	0.128263	2.448737
38	JACKSONVILLE,FL - FOOD LION	0.118492	2.614743
38	JACKSONVILLE,FL - FOOD LION	0.266000	2.589838
38	JACKSONVILLE,FL - FOOD LION	0.682000	2.292241
38	JACKSONVILLE,FL - FOOD LION	0.424043	2.665222
38	JACKSONVILLE,FL - FOOD LION	0.340500	2.717949
38	JACKSONVILLE,FL - FOOD LION	0.153858	2.384843
38	JACKSONVILLE,FL - FOOD LION	0.077333	2.752144
38	JACKSONVILLE,FL - FOOD LION	0.099738	2.339757
39	JACKSONVILLE,FL - PUBLIX	0.000000	2.694459
39	JACKSONVILLE,FL - PUBLIX	0.092500	2.731176
39	JACKSONVILLE,FL - PUBLIX	0.015629	2.733930
39	JACKSONVILLE,FL - PUBLIX	0.000000	2.993426
39	JACKSONVILLE,FL - PUBLIX	0.000000	3.128602
39	JACKSONVILLE,FL - PUBLIX	0.024284	2.517903
39	JACKSONVILLE,FL - PUBLIX	0.043000	2.764256
39	JACKSONVILLE,FL - PUBLIX	0.000000	2.851012
39	JACKSONVILLE,FL - PUBLIX	0.000000	3.016653
39	JACKSONVILLE,FL - PUBLIX	0.000000	2.993769
40	JACKSONVILLE,FL - WINN DIXIE	0.000000	2.268563
40	JACKSONVILLE,FL - WINN DIXIE	0.000000	2.435514
40	JACKSONVILLE,FL - WINN DIXIE	0.000000	2.887836
40	JACKSONVILLE,FL - WINN DIXIE	0.000000	2.530103
40	JACKSONVILLE,FL - WINN DIXIE	0.079674	2.433502
40	JACKSONVILLE,FL - WINN DIXIE	0.000000	2.434145
40	JACKSONVILLE,FL - WINN DIXIE	0.000000	2.531659
40	JACKSONVILLE,FL - WINN DIXIE	0.000000	2.699585
40	JACKSONVILLE,FL - WINN DIXIE	0.000000	2.667272
40	JACKSONVILLE,FL - WINN DIXIE	0.004685	2.430782
41	LITTLE ROCK - HARVEST FOODS	0.000000	2.927471
41	LITTLE ROCK - HARVEST FOODS	0.145654	2.897436
41	LITTLE ROCK - HARVEST FOODS	0.017569	2.447107
41	LITTLE ROCK - HARVEST FOODS	0.014865	2.434407
41	LITTLE ROCK - HARVEST FOODS	0.062740	2.680269
41	LITTLE ROCK - HARVEST FOODS	0.017650	2.901543
41	LITTLE ROCK - HARVEST FOODS	0.043537	2.417930
41	LITTLE ROCK - HARVEST FOODS	0.000000	2.853789
41	LITTLE ROCK - HARVEST FOODS	0.068988	2.764563
41	LITTLE ROCK - HARVEST FOODS	0.062966	2.683279
42	LOS ANGELES - LUCKY	0.116000	2.624142
42	LOS ANGELES - LUCKY	0.084500	2.914849
42	LOS ANGELES - LUCKY	0.041500	3.129266
42	LOS ANGELES - LUCKY	0.086000	2.740058
42	LOS ANGELES - LUCKY	0.080000	3.488021
42	LOS ANGELES - LUCKY	0.115500	2.677161
42	LOS ANGELES - LUCKY	0.160500	2.900865
42	LOS ANGELES - LUCKY	0.086500	2.519781
42	LOS ANGELES - LUCKY	0.116500	3.254044
42	LOS ANGELES - LUCKY	0.084500	2.901173
43	LOS ANGELES - RALPHS	0.290000	3.050606
43	LOS ANGELES - RALPHS	0.012776	3.731640
43	LOS ANGELES - RALPHS	0.571000	2.653371
43	LOS ANGELES - RALPHS	0.108677	2.653446
43	LOS ANGELES - RALPHS	0.144000	3.053675
43	LOS ANGELES - RALPHS	0.297000	3.052765
43	LOS ANGELES - RALPHS	0.622000	2.650506
43	LOS ANGELES - RALPHS	0.465000	2.213357
43	LOS ANGELES - RALPHS	0.197000	3.719727
43	LOS ANGELES - RALPHS	0.535000	2.770796
44	LOS ANGELES - VONS	0.000000	3.749120
44	LOS ANGELES - VONS	0.000000	3.491639
44	LOS ANGELES - VONS	0.000000	3.761611
44	LOS ANGELES - VONS	0.151500	3.645683
44	LOS ANGELES - VONS	0.000000	3.278703
44	LOS ANGELES - VONS	0.000000	3.754328
44	LOS ANGELES - VONS	0.074000	3.567818
44	LOS ANGELES - VONS	0.000000	3.746748
44	LOS ANGELES - VONS	0.000000	3.563016
44	LOS ANGELES - VONS	0.036000	2.756354
45	LOUISVILLE - KROGER CO	0.062149	2.705926
45	LOUISVILLE - KROGER CO	0.076787	2.690085
45	LOUISVILLE - KROGER CO	0.074207	2.681575
45	LOUISVILLE - KROGER CO	0.000000	2.442341
45	LOUISVILLE - KROGER CO	0.139602	2.051675
45	LOUISVILLE - KROGER CO	0.037598	2.436771
45	LOUISVILLE - KROGER CO	0.106402	2.691099
45	LOUISVILLE - KROGER CO	0.000000	2.691851
45	LOUISVILLE - KROGER CO	0.108810	2.447791
45	LOUISVILLE - KROGER CO	0.090667	2.715003
46	LOUISVILLE - WINN DIXIE	0.159467	2.362432
46	LOUISVILLE - WINN DIXIE	0.262000	2.600459
46	LOUISVILLE - WINN DIXIE	0.462000	2.600355
46	LOUISVILLE - WINN DIXIE	0.000000	2.359502
46	LOUISVILLE - WINN DIXIE	0.000000	2.600599
46	LOUISVILLE - WINN DIXIE	0.000000	2.600506
46	LOUISVILLE - WINN DIXIE	0.124000	2.600559
46	LOUISVILLE - WINN DIXIE	0.210000	2.599919
46	LOUISVILLE - WINN DIXIE	0.224000	2.600247
46	LOUISVILLE - WINN DIXIE	0.000000	2.359773
47	MIAMI - PUBLIX	0.032858	2.402562
47	MIAMI - PUBLIX	0.059462	2.584553
47	MIAMI - PUBLIX	0.037838	2.483068
47	MIAMI - PUBLIX	0.058673	2.639330
47	MIAMI - PUBLIX	0.026555	2.554600
47	MIAMI - PUBLIX	0.002677	2.746041
47	MIAMI - PUBLIX	0.011173	2.698924
47	MIAMI - PUBLIX	0.132143	2.649228
47	MIAMI - PUBLIX	0.005177	2.754505
