RETAILER_ID	RETAILER	DISP	PRICE	VOLUME
2	ATLANTA - KROGER CO	0.000000	3.423437	3200
2	ATLANTA - KROGER CO	0.000000	2.492731	5159
2	ATLANTA - KROGER CO	0.000000	2.423972	5932
2	ATLANTA - KROGER CO	0.000000	3.033782	3937
2	ATLANTA - KROGER CO	0.000000	2.434512	5627
2	ATLANTA - KROGER CO	0.000000	3.361600	3526
2	ATLANTA - KROGER CO	0.048323	3.010783	3524
2	ATLANTA - KROGER CO	0.000000	3.028691	3590
2	ATLANTA - KROGER CO	0.000000	2.567486	4312
2	ATLANTA - KROGER CO	0.046458	2.490494	5470
2	ATLANTA - KROGER CO	0.048397	2.413614	6170
2	ATLANTA - KROGER CO	0.253242	2.344613	8984
3	ATLANTA - WINN DIXIE	0.000000	2.707978	2695
3	ATLANTA - WINN DIXIE	0.186000	2.640203	2368
3	ATLANTA - WINN DIXIE	0.000000	2.705367	2739
3	ATLANTA - WINN DIXIE	0.185000	2.640017	2389
3	ATLANTA - WINN DIXIE	0.000000	2.559048	3277
3	ATLANTA - WINN DIXIE	0.186000	2.639767	2751
3	ATLANTA - WINN DIXIE	0.000000	2.707761	2912
3	ATLANTA - WINN DIXIE	0.000000	2.698075	3481
3	ATLANTA - WINN DIXIE	0.000000	2.693456	2613
3	ATLANTA - WINN DIXIE	0.000000	2.687536	3498
3	ATLANTA - WINN DIXIE	0.000000	2.694553	2570
3	ATLANTA - WINN DIXIE	0.000000	2.565347	3688
3	ATLANTA - WINN DIXIE	0.000000	2.639429	1750
3	ATLANTA - WINN DIXIE	0.000000	2.703820	2539
3	ATLANTA - WINN DIXIE	0.000000	2.568114	3017
3	ATLANTA - WINN DIXIE	0.000000	2.674286	3150
3	ATLANTA - WINN DIXIE	0.000000	2.701905	2677
3	ATLANTA - WINN DIXIE	0.000000	2.605010	2914
3	ATLANTA - WINN DIXIE	0.000000	2.696323	3563
3	ATLANTA - WINN DIXIE	0.000000	2.706298	2969
3	ATLANTA - WINN DIXIE	0.000000	2.671981	2948
3	ATLANTA - WINN DIXIE	0.000000	2.668166	3556
3	ATLANTA - WINN DIXIE	0.000000	2.707816	2738
3	ATLANTA - WINN DIXIE	0.084000	2.703250	2615
3	ATLANTA - WINN DIXIE	0.000000	2.552478	3249
3	ATLANTA - WINN DIXIE	0.075984	2.738042	2676
3	ATLANTA - WINN DIXIE	0.000000	2.576069	3109
3	ATLANTA - WINN DIXIE	0.000000	2.567322	2748
3	ATLANTA - WINN DIXIE	0.000000	2.703963	3280
3	ATLANTA - WINN DIXIE	0.000000	2.696160	3255
3	ATLANTA - WINN DIXIE	0.000000	2.701073	3168
3	ATLANTA - WINN DIXIE	0.000000	2.684290	3291
3	ATLANTA - WINN DIXIE	0.000000	2.566553	4395
3	ATLANTA - WINN DIXIE	0.000000	2.689464	2705
3	ATLANTA - WINN DIXIE	0.000000	2.691695	2637
3	ATLANTA - WINN DIXIE	0.079064	2.714286	2422
3	ATLANTA - WINN DIXIE	0.084000	2.748204	2506
3	ATLANTA - WINN DIXIE	0.103797	2.689677	3158
3	ATLANTA - WINN DIXIE	0.000000	2.708310	3538
3	ATLANTA - WINN DIXIE	0.000000	2.710440	2452
3	ATLANTA - WINN DIXIE	0.000000	2.672318	3244
3	ATLANTA - WINN DIXIE	0.000000	2.677192	2977
3	ATLANTA - WINN DIXIE	0.000000	2.560976	4018
3	ATLANTA - WINN DIXIE	0.000000	2.572325	3505
3	ATLANTA - WINN DIXIE	0.000000	2.694147	3178
3	ATLANTA - WINN DIXIE	0.000000	2.685905	2391
3	ATLANTA - WINN DIXIE	0.000000	2.563823	3212
3	ATLANTA - WINN DIXIE	0.000000	2.707420	2830
3	ATLANTA - WINN DIXIE	0.074004	2.703734	3669
3	ATLANTA - WINN DIXIE	0.000000	2.686798	2848
3	ATLANTA - WINN DIXIE	0.000000	2.693878	2548
4	BALTI/WASH - GIANT FOOD INC	0.000000	3.773420	4462
4	BALTI/WASH - GIANT FOOD INC	0.197000	3.786045	3669
4	BALTI/WASH - GIANT FOOD INC	0.125000	3.763919	4634
4	BALTI/WASH - GIANT FOOD INC	0.000000	3.779908	4121
4	BALTI/WASH - GIANT FOOD INC	0.000000	3.794514	4156
4	BALTI/WASH - GIANT FOOD INC	0.000000	3.797811	4842
4	BALTI/WASH - GIANT FOOD INC	0.130000	3.759914	3732
4	BALTI/WASH - GIANT FOOD INC	0.048000	3.810843	4261
4	BALTI/WASH - GIANT FOOD INC	0.000000	3.772275	4321
4	BALTI/WASH - GIANT FOOD INC	0.000000	3.771169	3968
4	BALTI/WASH - GIANT FOOD INC	0.118750	3.053099	9567
4	BALTI/WASH - GIANT FOOD INC	0.000000	3.791036	3302
4	BALTI/WASH - GIANT FOOD INC	0.000000	3.788354	4276
4	BALTI/WASH - GIANT FOOD INC	0.007303	3.775025	3956
4	BALTI/WASH - GIANT FOOD INC	0.000000	3.781182	4113
4	BALTI/WASH - GIANT FOOD INC	0.121000	3.186597	5745
4	BALTI/WASH - GIANT FOOD INC	0.000000	3.791620	3556
4	BALTI/WASH - GIANT FOOD INC	0.000000	3.186866	6609
4	BALTI/WASH - GIANT FOOD INC	0.000000	3.784205	3596
4	BALTI/WASH - GIANT FOOD INC	0.000000	3.798112	4131
4	BALTI/WASH - GIANT FOOD INC	0.000000	3.773603	4258
4	BALTI/WASH - GIANT FOOD INC	0.000000	3.760074	4343
4	BALTI/WASH - GIANT FOOD INC	0.000000	3.804201	4428
4	BALTI/WASH - GIANT FOOD INC	0.000000	3.798481	5002
4	BALTI/WASH - GIANT FOOD INC	0.000000	3.781142	4359
4	BALTI/WASH - GIANT FOOD INC	0.000000	3.788145	4673
4	BALTI/WASH - GIANT FOOD INC	0.076000	3.186526	10138
4	BALTI/WASH - GIANT FOOD INC	0.000000	3.788878	4244
4	BALTI/WASH - GIANT FOOD INC	0.000000	3.790878	3749
4	BALTI/WASH - GIANT FOOD INC	0.000000	3.053392	8447
4	BALTI/WASH - GIANT FOOD INC	0.000000	3.783658	4516
4	BALTI/WASH - GIANT FOOD INC	0.226000	3.796185	4823
4	BALTI/WASH - GIANT FOOD INC	0.373000	3.053303	10431
4	BALTI/WASH - GIANT FOOD INC	0.048000	3.806872	4453
4	BALTI/WASH - GIANT FOOD INC	0.000000	3.752883	4075
4	BALTI/WASH - GIANT FOOD INC	0.000000	3.798802	3171
4	BALTI/WASH - GIANT FOOD INC	0.000000	3.749596	4337
4	BALTI/WASH - GIANT FOOD INC	0.044000	3.784880	4537
4	BALTI/WASH - GIANT FOOD INC	0.000000	3.781919	4159
4	BALTI/WASH - GIANT FOOD INC	0.174000	3.778375	4837
4	BALTI/WASH - GIANT FOOD INC	0.077000	3.787535	3963
4	BALTI/WASH - GIANT FOOD INC	0.000000	3.789727	4361
4	BALTI/WASH - GIANT FOOD INC	0.000000	3.799769	3461
4	BALTI/WASH - GIANT FOOD INC	0.000000	3.800180	4454
4	BALTI/WASH - GIANT FOOD INC	0.000000	3.791709	4873
4	BALTI/WASH - GIANT FOOD INC	0.044000	3.053453	12946
4	BALTI/WASH - GIANT FOOD INC	0.000000	3.759815	4330
4	BALTI/WASH - GIANT FOOD INC	0.000000	3.789864	4183
4	BALTI/WASH - GIANT FOOD INC	0.000000	3.789134	4031
4	BALTI/WASH - GIANT FOOD INC	0.000000	3.794244	4656
4	BALTI/WASH - GIANT FOOD INC	0.000000	3.793220	3540
5	BALTI/WASH - SAFEWAY	0.058500	3.986669	4801
5	BALTI/WASH - SAFEWAY	0.000000	3.986489	5329
5	BALTI/WASH - SAFEWAY	0.000000	3.987013	3080
5	BALTI/WASH - SAFEWAY	0.000000	4.119687	3576
5	BALTI/WASH - SAFEWAY	0.000000	4.120643	3357
5	BALTI/WASH - SAFEWAY	0.000000	3.319803	5272
5	BALTI/WASH - SAFEWAY	0.000000	4.119895	3820
5	BALTI/WASH - SAFEWAY	0.000000	4.121382	3040
5	BALTI/WASH - SAFEWAY	0.058000	3.987080	4489
5	BALTI/WASH - SAFEWAY	0.065000	4.118843	2903
5	BALTI/WASH - SAFEWAY	0.000000	3.985595	3124
5	BALTI/WASH - SAFEWAY	0.000000	2.919913	6880
5	BALTI/WASH - SAFEWAY	0.000000	3.186961	5445
5	BALTI/WASH - SAFEWAY	0.000000	4.119779	3807
5	BALTI/WASH - SAFEWAY	0.036500	4.119919	5412
5	BALTI/WASH - SAFEWAY	0.123500	3.986236	3342
5	BALTI/WASH - SAFEWAY	0.000000	4.118650	2638
5	BALTI/WASH - SAFEWAY	0.078500	3.986658	4497
5	BALTI/WASH - SAFEWAY	0.116000	3.319921	14266
5	BALTI/WASH - SAFEWAY	0.000000	3.987383	3091
5	BALTI/WASH - SAFEWAY	0.000000	4.121179	2781
5	BALTI/WASH - SAFEWAY	0.000000	2.653217	9294
5	BALTI/WASH - SAFEWAY	0.000000	4.119707	3826
5	BALTI/WASH - SAFEWAY	0.075000	4.120133	4212
5	BALTI/WASH - SAFEWAY	0.000000	3.581137	2884
5	BALTI/WASH - SAFEWAY	0.000000	3.987043	3010
5	BALTI/WASH - SAFEWAY	0.000000	3.986464	4876
5	BALTI/WASH - SAFEWAY	0.075000	4.120000	3575
5	BALTI/WASH - SAFEWAY	0.077224	3.987169	3663
5	BALTI/WASH - SAFEWAY	0.077000	4.120518	4016
5	BALTI/WASH - SAFEWAY	0.000000	3.987390	2617
5	BALTI/WASH - SAFEWAY	0.000000	3.987219	3599
5	BALTI/WASH - SAFEWAY	0.058000	4.119270	4276
5	BALTI/WASH - SAFEWAY	0.063265	4.120820	2781
5	BALTI/WASH - SAFEWAY	0.077000	3.720719	4397
5	BALTI/WASH - SAFEWAY	0.075000	4.119569	6582
5	BALTI/WASH - SAFEWAY	0.058000	3.986617	4035
5	BALTI/WASH - SAFEWAY	0.000000	3.986550	3420
5	BALTI/WASH - SAFEWAY	0.000000	2.653001	6781
5	BALTI/WASH - SAFEWAY	0.058000	4.120186	4518
5	BALTI/WASH - SAFEWAY	0.000000	4.120486	2797
5	BALTI/WASH - SAFEWAY	0.126916	4.046451	4607
5	BALTI/WASH - SAFEWAY	0.000000	3.986771	3704
5	BALTI/WASH - SAFEWAY	0.000000	3.319938	4529
5	BALTI/WASH - SAFEWAY	0.078500	3.986440	3171
5	BALTI/WASH - SAFEWAY	0.000000	4.119343	3226
5	BALTI/WASH - SAFEWAY	0.075000	4.119878	4271
5	BALTI/WASH - SAFEWAY	0.115500	3.986717	5797
5	BALTI/WASH - SAFEWAY	0.000000	3.986255	3274
5	BALTI/WASH - SAFEWAY	0.000000	3.986895	3968
5	BALTI/WASH - SAFEWAY	0.000000	3.755145	7678
5	BALTI/WASH - SAFEWAY	0.075000	4.120070	3423
5	BALTI/WASH - SAFEWAY	0.000000	3.985647	3414
5	BALTI/WASH - SAFEWAY	0.072998	4.120929	3316
5	BALTI/WASH - SAFEWAY	0.000000	3.320479	4512
5	BALTI/WASH - SAFEWAY	0.000000	4.119749	3190
5	BALTI/WASH - SAFEWAY	0.000000	4.119198	2693
5	BALTI/WASH - SAFEWAY	0.116000	3.987233	3838
6	BALTI/WASH - SUPER FRESH	0.000000	4.066376	919
6	BALTI/WASH - SUPER FRESH	0.000000	3.464225	1775
6	BALTI/WASH - SUPER FRESH	0.000000	3.994690	1130
6	BALTI/WASH - SUPER FRESH	0.000000	3.840982	937
6	BALTI/WASH - SUPER FRESH	0.000000	3.878866	776
6	BALTI/WASH - SUPER FRESH	0.000000	3.904580	1310
6	BALTI/WASH - SUPER FRESH	0.000000	3.946529	1066
6	BALTI/WASH - SUPER FRESH	0.000000	3.901685	1068
6	BALTI/WASH - SUPER FRESH	0.000000	3.876081	1388
6	BALTI/WASH - SUPER FRESH	0.000000	3.332646	1939
6	BALTI/WASH - SUPER FRESH	0.000000	3.332917	1601
6	BALTI/WASH - SUPER FRESH	0.047814	3.333043	2300
6	BALTI/WASH - SUPER FRESH	0.000000	3.890493	2009
6	BALTI/WASH - SUPER FRESH	0.000000	3.815374	1392
6	BALTI/WASH - SUPER FRESH	0.000000	3.919134	878
6	BALTI/WASH - SUPER FRESH	0.000000	3.957306	1054
6	BALTI/WASH - SUPER FRESH	0.046318	4.092428	898
6	BALTI/WASH - SUPER FRESH	0.000000	4.007592	922
6	BALTI/WASH - SUPER FRESH	0.000000	3.852525	990
6	BALTI/WASH - SUPER FRESH	0.047814	3.333765	3859
6	BALTI/WASH - SUPER FRESH	0.000000	3.824706	850
6	BALTI/WASH - SUPER FRESH	0.000000	3.590051	1166
6	BALTI/WASH - SUPER FRESH	0.000000	3.319483	2166
6	BALTI/WASH - SUPER FRESH	0.000000	3.996663	899
6	BALTI/WASH - SUPER FRESH	0.000000	3.449208	1516
6	BALTI/WASH - SUPER FRESH	0.000000	3.332952	1748
6	BALTI/WASH - SUPER FRESH	0.000000	3.754433	1128
6	BALTI/WASH - SUPER FRESH	0.000000	3.333262	4654
6	BALTI/WASH - SUPER FRESH	0.000000	2.653626	2965
6	BALTI/WASH - SUPER FRESH	0.000000	3.286002	993
6	BALTI/WASH - SUPER FRESH	0.000000	3.332714	1614
6	BALTI/WASH - SUPER FRESH	0.000000	3.959218	1177
6	BALTI/WASH - SUPER FRESH	0.000000	3.836145	830
6	BALTI/WASH - SUPER FRESH	0.000000	3.989950	995
6	BALTI/WASH - SUPER FRESH	0.000000	3.887281	1313
6	BALTI/WASH - SUPER FRESH	0.000000	3.634683	1136
6	BALTI/WASH - SUPER FRESH	0.000000	3.854701	1287
6	BALTI/WASH - SUPER FRESH	0.047368	3.922166	1773
6	BALTI/WASH - SUPER FRESH	0.000000	3.779174	1114
6	BALTI/WASH - SUPER FRESH	0.000000	3.988901	901
6	BALTI/WASH - SUPER FRESH	0.000000	3.409722	1152
6	BALTI/WASH - SUPER FRESH	0.000000	3.021760	1057
6	BALTI/WASH - SUPER FRESH	0.000000	3.788668	1306
6	BALTI/WASH - SUPER FRESH	0.000000	3.976909	1126
6	BALTI/WASH - SUPER FRESH	0.000000	3.804171	863
6	BALTI/WASH - SUPER FRESH	0.000000	3.333172	2065
6	BALTI/WASH - SUPER FRESH	0.000000	4.012484	801
6	BALTI/WASH - SUPER FRESH	0.000000	3.899044	941
6	BALTI/WASH - SUPER FRESH	0.000000	3.794425	1435
6	BALTI/WASH - SUPER FRESH	0.000000	3.470485	1135
6	BALTI/WASH - SUPER FRESH	0.104842	3.332992	4886
6	BALTI/WASH - SUPER FRESH	0.000000	3.945024	1055
6	BALTI/WASH - SUPER FRESH	0.000000	3.536950	1069
6	BALTI/WASH - SUPER FRESH	0.000000	3.881206	1128
6	BALTI/WASH - SUPER FRESH	0.000000	3.823017	1034
6	BALTI/WASH - SUPER FRESH	0.000000	3.333520	5358
6	BALTI/WASH - SUPER FRESH	0.000000	3.896605	1296
6	BALTI/WASH - SUPER FRESH	0.000000	3.775281	890
7	BIRMINGHAM/MONTGOM - BRUNOS	0.734000	2.391386	9612
7	BIRMINGHAM/MONTGOM - BRUNOS	0.185341	2.300071	9861
7	BIRMINGHAM/MONTGOM - BRUNOS	0.246332	2.299341	10326
7	BIRMINGHAM/MONTGOM - BRUNOS	0.241000	2.391771	9138
7	BIRMINGHAM/MONTGOM - BRUNOS	0.314000	2.407571	8850
7	BIRMINGHAM/MONTGOM - BRUNOS	0.202000	2.393178	8678
7	BIRMINGHAM/MONTGOM - BRUNOS	0.091894	2.131949	12952
7	BIRMINGHAM/MONTGOM - BRUNOS	0.346000	2.420983	9074
7	BIRMINGHAM/MONTGOM - BRUNOS	0.069018	2.286343	12946
7	BIRMINGHAM/MONTGOM - BRUNOS	0.642000	2.392267	9621
7	BIRMINGHAM/MONTGOM - BRUNOS	0.146178	2.365171	11255
7	BIRMINGHAM/MONTGOM - BRUNOS	0.184337	2.364470	11230
7	BIRMINGHAM/MONTGOM - BRUNOS	0.104000	2.428658	8214
7	BIRMINGHAM/MONTGOM - BRUNOS	0.425000	2.390987	8765
7	BIRMINGHAM/MONTGOM - BRUNOS	0.021748	2.181795	11799
7	BIRMINGHAM/MONTGOM - BRUNOS	0.177858	2.346393	10439
7	BIRMINGHAM/MONTGOM - BRUNOS	0.069799	2.604010	10475
7	BIRMINGHAM/MONTGOM - BRUNOS	0.131625	2.355228	11860
7	BIRMINGHAM/MONTGOM - BRUNOS	0.210825	2.355359	9973
7	BIRMINGHAM/MONTGOM - BRUNOS	0.209782	2.362347	9375
7	BIRMINGHAM/MONTGOM - BRUNOS	0.241000	2.393447	7996
7	BIRMINGHAM/MONTGOM - BRUNOS	0.251608	2.215393	10446
7	BIRMINGHAM/MONTGOM - BRUNOS	0.036488	2.135830	12950
7	BIRMINGHAM/MONTGOM - BRUNOS	0.075254	2.291828	11637
7	BIRMINGHAM/MONTGOM - BRUNOS	0.290000	2.393245	9030
7	BIRMINGHAM/MONTGOM - BRUNOS	0.202000	2.409543	8236
7	BIRMINGHAM/MONTGOM - BRUNOS	0.524000	2.393511	9616
7	BIRMINGHAM/MONTGOM - BRUNOS	0.113691	2.347662	11143
7	BIRMINGHAM/MONTGOM - BRUNOS	0.612000	2.393061	9482
7	BIRMINGHAM/MONTGOM - BRUNOS	0.564000	2.391482	10261
7	BIRMINGHAM/MONTGOM - BRUNOS	0.524000	2.390696	9437
7	BIRMINGHAM/MONTGOM - BRUNOS	0.069238	2.547822	9870
7	BIRMINGHAM/MONTGOM - BRUNOS	0.162509	2.331670	9217
7	BIRMINGHAM/MONTGOM - BRUNOS	0.041632	2.387280	9497
7	BIRMINGHAM/MONTGOM - BRUNOS	0.071267	2.334991	11663
7	BIRMINGHAM/MONTGOM - BRUNOS	0.219190	2.395845	10926
7	BIRMINGHAM/MONTGOM - BRUNOS	0.527000	2.425816	8243
7	BIRMINGHAM/MONTGOM - BRUNOS	0.697000	2.390888	9087
7	BIRMINGHAM/MONTGOM - BRUNOS	0.287203	2.342750	10690
7	BIRMINGHAM/MONTGOM - BRUNOS	0.637000	2.390844	10288
7	BIRMINGHAM/MONTGOM - BRUNOS	0.096892	2.554669	10902
7	BIRMINGHAM/MONTGOM - BRUNOS	0.311000	2.422963	8126
7	BIRMINGHAM/MONTGOM - BRUNOS	0.213218	2.394089	9744
7	BIRMINGHAM/MONTGOM - BRUNOS	0.162178	2.347866	8693
7	BIRMINGHAM/MONTGOM - BRUNOS	0.107623	2.148622	12663
7	BIRMINGHAM/MONTGOM - BRUNOS	0.316000	2.396171	9506
7	BIRMINGHAM/MONTGOM - BRUNOS	0.184690	2.364076	11168
7	BIRMINGHAM/MONTGOM - BRUNOS	0.248644	2.325273	10628
7	BIRMINGHAM/MONTGOM - BRUNOS	0.090261	2.350566	10871
7	BIRMINGHAM/MONTGOM - BRUNOS	0.637000	2.410389	9837
7	BIRMINGHAM/MONTGOM - BRUNOS	0.398000	2.399432	9148
8	BIRMINGHAM/MONTGOM - KROGER	0.310000	2.144991	2276
8	BIRMINGHAM/MONTGOM - KROGER	0.095000	2.607672	1486
8	BIRMINGHAM/MONTGOM - KROGER	0.000000	2.252868	1918
8	BIRMINGHAM/MONTGOM - KROGER	0.000000	2.387298	2409
8	BIRMINGHAM/MONTGOM - KROGER	0.000000	2.798482	1449
8	BIRMINGHAM/MONTGOM - KROGER	0.366000	2.386333	2195
8	BIRMINGHAM/MONTGOM - KROGER	0.095000	2.723571	1400
8	BIRMINGHAM/MONTGOM - KROGER	0.000000	2.476443	1889
8	BIRMINGHAM/MONTGOM - KROGER	0.043007	2.024964	2083
8	BIRMINGHAM/MONTGOM - KROGER	0.215000	2.407018	1995
8	BIRMINGHAM/MONTGOM - KROGER	0.027411	2.152152	1952
8	BIRMINGHAM/MONTGOM - KROGER	0.000000	2.316675	1961
8	BIRMINGHAM/MONTGOM - KROGER	0.215000	2.395715	2287
8	BIRMINGHAM/MONTGOM - KROGER	0.249000	2.145992	2233
8	BIRMINGHAM/MONTGOM - KROGER	0.000000	2.616574	1617
8	BIRMINGHAM/MONTGOM - KROGER	0.000000	2.030129	2091
8	BIRMINGHAM/MONTGOM - KROGER	0.000000	2.315020	1984
8	BIRMINGHAM/MONTGOM - KROGER	0.000000	2.164203	1894
8	BIRMINGHAM/MONTGOM - KROGER	0.000000	2.275000	1720
8	BIRMINGHAM/MONTGOM - KROGER	0.279000	2.017625	2156
8	BIRMINGHAM/MONTGOM - KROGER	0.000000	2.386632	1945
8	BIRMINGHAM/MONTGOM - KROGER	0.000000	2.653276	1618
8	BIRMINGHAM/MONTGOM - KROGER	0.000000	2.626453	1376
8	BIRMINGHAM/MONTGOM - KROGER	0.000000	2.026304	2319
8	BIRMINGHAM/MONTGOM - KROGER	0.000000	2.256978	2257
8	BIRMINGHAM/MONTGOM - KROGER	0.000000	2.386082	2098
8	BIRMINGHAM/MONTGOM - KROGER	0.095000	2.601935	1550
8	BIRMINGHAM/MONTGOM - KROGER	0.152000	2.653249	1416
8	BIRMINGHAM/MONTGOM - KROGER	0.000000	2.387020	2111
8	BIRMINGHAM/MONTGOM - KROGER	0.000000	2.387097	2139
8	BIRMINGHAM/MONTGOM - KROGER	0.000000	2.725951	1788
8	BIRMINGHAM/MONTGOM - KROGER	0.000000	2.047451	1981
8	BIRMINGHAM/MONTGOM - KROGER	0.000000	2.163078	2183
8	BIRMINGHAM/MONTGOM - KROGER	0.238000	2.386736	2684
8	BIRMINGHAM/MONTGOM - KROGER	0.152000	2.654061	1613
8	BIRMINGHAM/MONTGOM - KROGER	0.485000	2.383192	1892
8	BIRMINGHAM/MONTGOM - KROGER	0.000000	2.654190	1790
8	BIRMINGHAM/MONTGOM - KROGER	0.000000	2.725100	1757
8	BIRMINGHAM/MONTGOM - KROGER	0.000000	2.350046	2154
8	BIRMINGHAM/MONTGOM - KROGER	0.214000	2.388172	1860
8	BIRMINGHAM/MONTGOM - KROGER	0.000000	2.074512	1691
8	BIRMINGHAM/MONTGOM - KROGER	0.000000	2.617942	1594
8	BIRMINGHAM/MONTGOM - KROGER	0.000000	2.652527	1603
